Instance,30,,,40,,,50,,,60,,,70,,,80,,,90,,
,DivSampCA,LS-sampling-plus,SamplingCA,DivSampCA,LS-sampling-plus,SamplingCA,DivSampCA,LS-sampling-plus,SamplingCA,DivSampCA,LS-sampling-plus,SamplingCA,DivSampCA,LS-sampling-plus,SamplingCA,DivSampCA,LS-sampling-plus,SamplingCA,DivSampCA,LS-sampling-plus,SamplingCA
freebsd-icse11.cnf,3752080.2,3752552.3,3751291.6,3760118.8,3760336.5,3759942.3,3763123.6,3763250.5,3763039.3,3764423.1,3764483.5,3764414.5,3765031,3765050.1,3764998.2,3765329,3765319.3,3765308.1,3765478.5,3765470.8,3765461.3
frv400.cnf,2865478.1,2863433.8,2862057,2873258.7,2872202.1,2871546.4,2876014.9,2875489.6,2875359.5,2877190.6,2876903,2876818.6,2877654.8,2877478.2,2877502.8,2877841.1,2877765.4,2877743.1,2877913,2877877.2,2877865
gps4020.cnf,2706851.6,2705320.2,2704160.5,2713847.9,2713013.1,2712418.5,2716295.9,2715871.6,2715645.8,2717267.5,2716980,2716938.4,2717623.9,2717489.9,2717482.8,2717751.1,2717688.5,2717685.5,2717794.8,2717767.6,2717770.7
grg.cnf,2861428.6,2859768.1,2858373.9,2869286.1,2868343.7,2868006.2,2872128,2871623,2871395.8,2873272.8,2873002.6,2872873.2,2873741.3,2873584.1,2873530,2873918.8,2873849.6,2873832.5,2873986.1,2873947.2,2873952
h8300h_sim.cnf,2570433,2569463.3,2568708.5,2576793.7,2576230.5,2575798,2579031.8,2578726.9,2578523.3,2579845.6,2579664.6,2579578.7,2580161.2,2580062.3,2580044.9,2580275.6,2580236.6,2580222.4,2580309.5,2580292.8,2580287
h8max.cnf,2689446.1,2688084.7,2686819.4,2697175.9,2696402.3,2695818.5,2700005.6,2699497.2,2699302.8,2701167.6,2700868.2,2700806.7,2701659,2701510.7,2701477.2,2701867.2,2701798,2701776.7,2701945.5,2701918.5,2701902.1
h8s_sim.cnf,2575047.8,2574246.9,2573153,2581322.4,2580896.9,2580327.3,2583548.2,2583357.1,2583067.8,2584403.4,2584243.2,2584197,2584713.8,2584654.6,2584601.3,2584834.5,2584796.8,2584779.2,2584871.5,2584857.1,2584855.7
hs7729pci.cnf,3128936.8,3127531.5,3125405.7,3140378.1,3139096.2,3138586.8,3145334.7,3144566.8,3144158.8,3147682.8,3147193,3146915.6,3148902.9,3148532,3148390.7,3149566.6,3149338,3149240.8,3149900.3,3149734.6,3149720.5
innovator.cnf,2932132.5,2930328.9,2928381,2942556.7,2941261.7,2940513.7,2947081.8,2946218.8,2946058.2,2949231.8,2948662,2948526.8,2950339.4,2950020,2949855.5,2950919.7,2950696.5,2950641.3,2951233.2,2951076.8,2951035.6
integrator_arm7.cnf,2943220.7,2942408.8,2940150.7,2951826.5,2950802.6,2950482.5,2954949.2,2954380.4,2954294.1,2956224.1,2955970,2955846.6,2956764.4,2956638,2956577.8,2956987.8,2956902.8,2956891.3,2957075,2957036.2,2957029.9
integrator_arm9.cnf,2981761.3,2980158.1,2978239.6,2991708.2,2990487.7,2989998.1,2995620.3,2995023.5,2994678.6,2997357.6,2996859,2996782.7,2998179.6,2997925.9,2997854.8,2998564.8,2998446.1,2998379.1,2998746.4,2998674.5,2998661.4
ipaq.cnf,2885207.8,2883888.8,2882551.6,2893072.6,2892233.5,2891751.5,2895818,2895271,2894999.1,2896854.2,2896539.1,2896427.9,2897243.4,2897103.4,2897059.1,2897390.5,2897321.8,2897308.8,2897442,2897417.3,2897413.8
iq80310.cnf,2947590.8,2945690.2,2944129.3,2955546.8,2954816.1,2954106.1,2958520.2,2957987.6,2957776.5,2959701.1,2959503.6,2959359.1,2960206.1,2960094.3,2960034.9,2960410.6,2960344.9,2960334,2960487.3,2960453.2,2960450.9
